item,airport_code,airport_name,city,state,date,incident_type,location
Stun Guns/Shocking Devices,LGA,La Guardia Airport,New York,NY,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,OMA,Eppley Airfield,Omaha,NE,6/13/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,ONT,Ontario International Airport,Ontario,CA,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MCO,Orlando International Airport,Orlando,FL,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ECP,Northwest Florida Beaches International Airport,Panama City,FL,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,PIT,Pittsburgh International Airport,Pittsburgh,PA,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PDX,Portland International Airport,Portland,OR,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",RIC,Richmond International Airport,Richmond,VA,6/13/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Firearms,SMF,Sacramento International Airport,Sacramento,CA,6/13/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Fireworks,SMF,Sacramento International Airport,Sacramento,CA,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,SLC,Salt Lake City International Airport,Salt Lake City,UT,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAN,San Diego International Airport,San Diego,CA,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,BTV,Burlington International Airport,South Burlington,VT,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TLH,Tallahassee Regional Airport,Tallahassee,FL,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,TPA,Tampa International Airport,Tampa,FL,6/13/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,IAD,Washington Dulles International Airport,Washington,DC,6/13/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ABQ,Albuquerque International Sunport,Albuquerque,NM,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,ABE,Lehigh Valley International Airport,Allentown,PA,6/14/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,ANC,Anchorage International Airport,Anchorage,AK,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BOI,Boise Airport,Boise,ID,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BOS,Boston Logan International Airport,Boston,MA,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BOS,Boston Logan International Airport,Boston,MA,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MDW,Chicago Midway Airport,Chicago,IL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,ORD,Chicago O'hare International Airport,Chicago,IL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,ORD,Chicago O'hare International Airport,Chicago,IL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,ORD,Chicago O'hare International Airport,Chicago,IL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Hand Granades (real and inert),CLE,Cleveland Hopkins International Airport,Cleveland,OH,6/14/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Martial Arts/Self Defense Items,CLE,Cleveland Hopkins International Airport,Cleveland,OH,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",CMH,Port Columbus International Airport,Columbus,OH,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LCK,Rickenbacker International Airport,Columbus,OH,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DAL,Dallas Love Field,Dallas,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DEN,Denver International Airport,Denver,CO,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DEN,Denver International Airport,Denver,CO,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,EUG,Eugene Airport,Eugene,OR,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,RSW,Southwest Florida International Airport,Fort Myers,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,RSW,Southwest Florida International Airport,Fort Myers,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,MDT,Harrisburg International Airport,Harrisburg,PA,6/14/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,IAH,Bush Intercontinental Airport,Houston,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,HOU,Hobby Airport,Houston,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IAH,Bush Intercontinental Airport,Houston,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Realistic Replicas of Firearms,IAH,Bush Intercontinental Airport,Houston,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,HSV,Huntsville International Airport,Huntsville,AL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IND,Indianapolis International Airport,Indianapolis,IN,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,IND,Indianapolis International Airport,Indianapolis,IN,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,JAN,Jackson-Evers International Airport,Jackson,MS,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,OAJ,Jacksonville/Albert J Ellis Airport,Jacksonville,NC,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,LAS,Mccarran International Airport,Las Vegas,NV,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Hand Granades (real and inert),LAS,Mccarran International Airport,Las Vegas,NV,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LEX,Blue Grass Airport,Lexington,KY,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,LGB,Long Beach Airport,Long Beach,CA,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAX,Los Angeles International Airport,Los Angeles,CA,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MEM,Memphis Airport,Memphis,TN,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MIA,Miami International Airport,Miami,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",MAF,Midland International Airport,Midland,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",MKE,General Mitchell International Airport,Milwaukee,WI,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,6/14/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BNA,Nashville International Airport,Nashville,TN,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BNA,Nashville International Airport,Nashville,TN,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,JFK,John F. Kennedy International Airport,New York,NY,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,EWR,Newark Liberty International Airport,Newark,NJ,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,OME,Nome Airport,Nome,AK,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,OMA,Eppley Airfield,Omaha,NE,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MCO,Orlando International Airport,Orlando,FL,6/14/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,MCO,Orlando International Airport,Orlando,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,PNS,Pensacola Regional Airport,Pensacola,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,RDU,Raleigh-Durham International Airport,Rdu Airport,NC,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,RIC,Richmond International Airport,Richmond,VA,6/14/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,STL,Lambert-St. Louis International Airport,Saint Louis,MO,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SLC,Salt Lake City International Airport,Salt Lake City,UT,6/14/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,SAT,San Antonio International Airport,San Antonio,TX,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAN,San Diego International Airport,San Diego,CA,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bio/Chem/Radio Agent,SEA,Seattle/Tacoma International Airport,Seattle,WA,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SEA,Seattle/Tacoma International Airport,Seattle,WA,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,GEG,Spokane International Airport,Spokane,WA,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bio/Chem/Radio Agent,GEG,Spokane International Airport,Spokane,WA,6/14/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,TPA,Tampa International Airport,Tampa,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",TPA,Tampa International Airport,Tampa,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,TPA,Tampa International Airport,Tampa,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TUS,Tucson International Airport,Tucson,AZ,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,IAD,Washington Dulles International Airport,Washington,DC,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,IAD,Washington Dulles International Airport,Washington,DC,6/14/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ABQ,Albuquerque International Sunport,Albuquerque,NM,6/15/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Martial Arts/Self Defense Items,AMA,Amarillo International Airport,Amarillo,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,ANC,Anchorage International Airport,Anchorage,AK,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ANC,Anchorage International Airport,Anchorage,AK,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",AUS,Austin-Bergstrom International Airport,Austin,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,AUS,Austin-Bergstrom International Airport,Austin,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BOS,Boston Logan International Airport,Boston,MA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BZN,Bozeman Gallatin Field Airport,Bozeman,MT,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,CLT,Charlotte/Douglas International Airport,Charlotte,NC,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CHA,Chattanooga Metropolitan Airport,Chattanooga,TN,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CHA,Chattanooga Metropolitan Airport,Chattanooga,TN,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MDW,Chicago Midway Airport,Chicago,IL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ORD,Chicago O'hare International Airport,Chicago,IL,6/15/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Martial Arts/Self Defense Items,MDW,Chicago Midway Airport,Chicago,IL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,ORD,Chicago O'hare International Airport,Chicago,IL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,COS,Colorado Springs Airport,Colorado Springs,CO,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Realistic Replicas of Firearms,DAL,Dallas Love Field,Dallas,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DAL,Dallas Love Field,Dallas,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,DAB,Daytona Beach International Airport,Daytona Beach,FL,6/15/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Firearms,DEN,Denver International Airport,Denver,CO,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DEN,Denver International Airport,Denver,CO,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DSM,Des Moines International Airport,Des Moines,IA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DSM,Des Moines International Airport,Des Moines,IA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DTW,Detroit Metro Airport,Detroit,MI,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TBN,Waynesville Regional Airport At Forney Field,Fort Leonard Wood,MO,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,FWA,Fort Wayne International Airport,Fort Wayne,IN,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,GRB,Austin Straubel International Airport,Green Bay,WI,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,GSP,Greenville / Spartanburg Airport,Greenville,SC,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,IAH,Bush Intercontinental Airport,Houston,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,IND,Indianapolis International Airport,Indianapolis,IN,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,LAS,Mccarran International Airport,Las Vegas,NV,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Realistic Replicas of Firearms,LAS,Mccarran International Airport,Las Vegas,NV,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LIT,Little Rock National Airport,Little Rock,AR,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,LAX,Los Angeles International Airport,Los Angeles,CA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SDF,Louisville International Airport,Louisville,KY,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MFR,Medford Rogue Valley International Airport,Medford,OR,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",IWA,Williams Gateway Airport,Mesa,AZ,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MIA,Miami International Airport,Miami,FL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MLI,Quad City International Airport,Moline,IL,6/15/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Martial Arts/Self Defense Items,MLI,Quad City International Airport,Moline,IL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BNA,Nashville International Airport,Nashville,TN,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,JFK,John F. Kennedy International Airport,New York,NY,6/15/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,ORF,Norfolk International Airport,Norfolk,VA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,SNA,John Wayne Airport,Orange County,CA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,MCO,Orlando International Airport,Orlando,FL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PIT,Pittsburgh International Airport,Pittsburgh,PA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PDX,Portland International Airport,Portland,OR,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PDX,Portland International Airport,Portland,OR,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,RDU,Raleigh-Durham International Airport,Rdu Airport,NC,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SMF,Sacramento International Airport,Sacramento,CA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,STL,Lambert-St. Louis International Airport,Saint Louis,MO,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,STL,Lambert-St. Louis International Airport,Saint Louis,MO,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAT,San Antonio International Airport,San Antonio,TX,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SFO,San Francisco International Airport,San Francisco,CA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SFO,San Francisco International Airport,San Francisco,CA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SFB,Orlando Sanford International Airport,Sanford,FL,6/15/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Fireworks,CIU,Chippewa County International Airport,Sault Ste Marie,MI,6/15/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SEA,Seattle/Tacoma International Airport,Seattle,WA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,SEA,Seattle/Tacoma International Airport,Seattle,WA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,GEG,Spokane International Airport,Spokane,WA,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,TPA,Tampa International Airport,Tampa,FL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,TUL,Tulsa International Airport,Tulsa,OK,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,PBI,Palm Beach International Airport,West Palm Beach,FL,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ICT,Wichita Mid-Continent Airport,Wichita,KS,6/15/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,GUM,Guam International Airport,Agana,GU,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ANC,Anchorage International Airport,Anchorage,AK,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,6/16/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ATL,Atlanta International Airport,Atlanta,GA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,AUS,Austin-Bergstrom International Airport,Austin,TX,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,BOS,Boston Logan International Airport,Boston,MA,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CLT,Charlotte/Douglas International Airport,Charlotte,NC,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,CMH,Port Columbus International Airport,Columbus,OH,6/16/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DEN,Denver International Airport,Denver,CO,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",DEN,Denver International Airport,Denver,CO,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,EUG,Eugene Airport,Eugene,OR,6/16/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,RSW,Southwest Florida International Airport,Fort Myers,FL,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,FWA,Fort Wayne International Airport,Fort Wayne,IN,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,GSO,Piedmont Triad International Airport,Greensboro,NC,6/16/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",HNL,Honolulu International Airport,Honolulu,HI,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",HNL,Honolulu International Airport,Honolulu,HI,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IAH,Bush Intercontinental Airport,Houston,TX,6/16/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
